car_id,timestamp,x,y,state,lane
4,2024-02-11T21:24:13.104184+03:00,530.77246,369.01343,DOWN,L2
5,2024-02-11T21:24:13.104184+03:00,441.27222,429.68738,DOWN,L1
6,2024-02-11T21:24:13.104184+03:00,706.9017,395.7265,UP,R3
7,2024-02-11T21:24:13.104184+03:00,682.38367,330.06238,DOWN,R3
8,2024-02-11T21:24:13.104184+03:00,540.77234,408.13007,DOWN,L2
9,2024-02-11T21:24:13.104184+03:00,663.0884,346.49802,UP,R2
10,2024-02-11T21:24:13.104184+03:00,665.8905,371.23883,UP,R2
11,2024-02-11T21:24:13.104184+03:00,547.3686,352.44873,UP,L2
12,2024-02-11T21:24:13.104184+03:00,570.58276,366.5271,DOWN,L3
13,2024-02-11T21:24:13.104184+03:00,552.2407,333.37848,UNKNOWN,L2
1,2024-02-11T21:24:13.145854+03:00,343.85156,645.51025,DOWN,L2
2,2024-02-11T21:24:13.145854+03:00,671.5984,404.1477,UP,R2
3,2024-02-11T21:24:13.145854+03:00,755.0947,460.9897,UP,R3
4,2024-02-11T21:24:13.145854+03:00,529.85706,369.51257,DOWN,L2
5,2024-02-11T21:24:13.145854+03:00,439.7445,431.47913,DOWN,L1
6,2024-02-11T21:24:13.145854+03:00,706.23816,395.0661,UP,R3
7,2024-02-11T21:24:13.145854+03:00,682.38257,330.05658,UP,R3
8,2024-02-11T21:24:13.145854+03:00,539.80273,410.2909,DOWN,L2
9,2024-02-11T21:24:13.145854+03:00,663.107,346.24777,UP,R2
10,2024-02-11T21:24:13.145854+03:00,666.0188,370.9062,UP,R2
11,2024-02-11T21:24:13.145854+03:00,546.646,352.1618,UP,L2
12,2024-02-11T21:24:13.145854+03:00,570.39526,367.56445,DOWN,L3
13,2024-02-11T21:24:13.145854+03:00,552.0056,333.46027,DOWN,L2
1,2024-02-11T21:24:13.187524+03:00,337.6238,655.4111,DOWN,L2
2,2024-02-11T21:24:13.187524+03:00,671.0924,402.65472,UP,R2
3,2024-02-11T21:24:13.187524+03:00,753.7331,458.74185,UP,R3
4,2024-02-11T21:24:13.187524+03:00,529.52765,370.32047,DOWN,L2
5,2024-02-11T21:24:13.187524+03:00,437.93195,433.01505,DOWN,L1
6,2024-02-11T21:24:13.187524+03:00,705.4364,394.37094,UP,R3
7,2024-02-11T21:24:13.187524+03:00,681.7179,329.7882,UP,R3
8,2024-02-11T21:24:13.187524+03:00,539.1935,412.3468,DOWN,L2
9,2024-02-11T21:24:13.187524+03:00,663.13635,346.14197,UP,R2
10,2024-02-11T21:24:13.187524+03:00,665.45447,370.36493,UP,R2
11,2024-02-11T21:24:13.187524+03:00,545.97595,352.7815,DOWN,L2
12,2024-02-11T21:24:13.187524+03:00,569.44336,368.5675,DOWN,L3
13,2024-02-11T21:24:13.187524+03:00,551.7991,333.95746,DOWN,L2
1,2024-02-11T21:24:13.229194+03:00,331.44904,663.67206,DOWN,L2
2,2024-02-11T21:24:13.229194+03:00,670.55884,401.5119,UP,R2
3,2024-02-11T21:24:13.229194+03:00,752.50287,457.1237,UP,R3
4,2024-02-11T21:24:13.229194+03:00,528.5048,370.86853,DOWN,L2
5,2024-02-11T21:24:13.229194+03:00,436.03854,434.7741,DOWN,L1
6,2024-02-11T21:24:13.229194+03:00,705.3043,393.79156,UP,R3
7,2024-02-11T21:24:13.229194+03:00,681.3533,329.54633,UP,R3
8,2024-02-11T21:24:13.229194+03:00,538.1192,414.047,DOWN,L2
9,2024-02-11T21:24:13.229194+03:00,663.00696,346.34943,DOWN,R2
10,2024-02-11T21:24:13.229194+03:00,665.53906,370.0253,UP,R2
11,2024-02-11T21:24:13.229194+03:00,545.7914,353.59784,DOWN,L2
12,2024-02-11T21:24:13.229194+03:00,569.6743,369.5796,DOWN,L3
13,2024-02-11T21:24:13.229194+03:00,551.60876,334.19568,DOWN,L2
1,2024-02-11T21:24:13.270864+03:00,324.96048,674.3908,DOWN,L2
2,2024-02-11T21:24:13.270864+03:00,670.39636,400.61414,UP,R2
3,2024-02-11T21:24:13.270864+03:00,751.18005,455.38843,UP,R3
4,2024-02-11T21:24:13.270864+03:00,528.537,371.80402,DOWN,L2
5,2024-02-11T21:24:13.270864+03:00,434.3366,436.53668,DOWN,L1
6,2024-02-11T21:24:13.270864+03:00,704.7875,393.28983,UP,R3
7,2024-02-11T21:24:13.270864+03:00,681.2367,329.52954,UP,R3
8,2024-02-11T21:24:13.270864+03:00,537.32574,415.70218,DOWN,L2
9,2024-02-11T21:24:13.270864+03:00,663.10815,346.39273,DOWN,R2
10,2024-02-11T21:24:13.270864+03:00,665.34033,369.88257,UP,R2
11,2024-02-11T21:24:13.270864+03:00,545.35266,353.93658,DOWN,L2
12,2024-02-11T21:24:13.270864+03:00,569.13385,369.97455,DOWN,L3
13,2024-02-11T21:24:13.270864+03:00,551.39246,334.48938,DOWN,L2
1,2024-02-11T21:24:13.312534+03:00,317.0734,683.9883,DOWN,L2
2,2024-02-11T21:24:13.312534+03:00,669.9334,399.66626,UP,R2
3,2024-02-11T21:24:13.312534+03:00,749.5807,453.4215,UP,R3
4,2024-02-11T21:24:13.312534+03:00,528.18823,372.98883,DOWN,L2
5,2024-02-11T21:24:13.312534+03:00,432.57025,439.01648,DOWN,L1
6,2024-02-11T21:24:13.312534+03:00,704.2943,392.7929,UP,R3
7,2024-02-11T21:24:13.312534+03:00,681.0807,329.56754,DOWN,R3
8,2024-02-11T21:24:13.312534+03:00,536.4823,417.41486,DOWN,L2
9,2024-02-11T21:24:13.312534+03:00,662.8564,346.12244,UP,R2
10,2024-02-11T21:24:13.312534+03:00,665.13153,369.5959,UP,R2
11,2024-02-11T21:24:13.312534+03:00,545.2108,355.336,DOWN,L2
12,2024-02-11T21:24:13.312534+03:00,569.68976,370.66052,DOWN,L3
13,2024-02-11T21:24:13.312534+03:00,551.43176,335.01807,DOWN,L2
1,2024-02-11T21:24:13.354204+03:00,310.46887,689.16785,DOWN,L2
2,2024-02-11T21:24:13.354204+03:00,669.63745,398.71548,UP,R2
3,2024-02-11T21:24:13.354204+03:00,748.2235,451.09366,UP,R3
4,2024-02-11T21:24:13.354204+03:00,526.89636,374.74557,DOWN,L2
5,2024-02-11T21:24:13.354204+03:00,431.09656,440.8526,DOWN,L1
6,2024-02-11T21:24:13.354204+03:00,703.07544,391.2753,UP,R3
7,2024-02-11T21:24:13.354204+03:00,680.74695,329.6944,DOWN,R3
8,2024-02-11T21:24:13.354204+03:00,535.442,419.19916,DOWN,L2
9,2024-02-11T21:24:13.354204+03:00,662.40857,345.83423,UP,R2
10,2024-02-11T21:24:13.354204+03:00,664.9879,369.23764,UP,R2
11,2024-02-11T21:24:13.354204+03:00,545.47107,356.41736,DOWN,L2
12,2024-02-11T21:24:13.354204+03:00,568.8749,371.5923,DOWN,L3
13,2024-02-11T21:24:13.354204+03:00,551.60156,335.77548,DOWN,L2
1,2024-02-11T21:24:13.395874+03:00,304.8193,694.21814,DOWN,L2
2,2024-02-11T21:24:13.395874+03:00,669.37976,397.69473,UP,R2
3,2024-02-11T21:24:13.395874+03:00,746.572,448.54584,UP,R3
4,2024-02-11T21:24:13.395874+03:00,527.3738,375.60638,DOWN,L2
5,2024-02-11T21:24:13.395874+03:00,429.13538,442.7137,DOWN,L1
6,2024-02-11T21:24:13.395874+03:00,702.463,390.60056,UP,R3
7,2024-02-11T21:24:13.395874+03:00,680.4886,329.6462,UP,R3
8,2024-02-11T21:24:13.395874+03:00,534.6509,421.32385,DOWN,L2
9,2024-02-11T21:24:13.395874+03:00,662.10736,345.66174,UP,R2
10,2024-02-11T21:24:13.395874+03:00,664.9608,368.6671,UP,R2
11,2024-02-11T21:24:13.395874+03:00,544.90454,357.31128,DOWN,L2
12,2024-02-11T21:24:13.395874+03:00,568.8159,372.31464,DOWN,L3
13,2024-02-11T21:24:13.395874+03:00,551.3414,336.036,DOWN,L2
2,2024-02-11T21:24:13.437544+03:00,669.13416,397.0193,UP,R2
3,2024-02-11T21:24:13.437544+03:00,745.0924,446.964,UP,R3
4,2024-02-11T21:24:13.437544+03:00,526.6824,375.87738,DOWN,L2
5,2024-02-11T21:24:13.437544+03:00,427.4735,444.9572,DOWN,L1
6,2024-02-11T21:24:13.437544+03:00,701.9968,390.17847,UP,R3
7,2024-02-11T21:24:13.437544+03:00,680.23413,329.82,DOWN,R3
8,2024-02-11T21:24:13.437544+03:00,534.0087,423.27008,DOWN,L2
9,2024-02-11T21:24:13.437544+03:00,662.0257,345.461,UP,R2
10,2024-02-11T21:24:13.437544+03:00,664.9679,368.57452,UP,R2
11,2024-02-11T21:24:13.437544+03:00,544.51965,358.024,DOWN,L2
12,2024-02-11T21:24:13.437544+03:00,567.4394,373.4262,DOWN,L3
13,2024-02-11T21:24:13.437544+03:00,551.598,337.2149,DOWN,L2
2,2024-02-11T21:24:13.479214+03:00,668.86444,396.19577,UP,R2
3,2024-02-11T21:24:13.479214+03:00,743.68604,444.59174,UP,R3
4,2024-02-11T21:24:13.479214+03:00,526.43317,377.0559,DOWN,L2
5,2024-02-11T21:24:13.479214+03:00,425.38525,447.1171,DOWN,L1
6,2024-02-11T21:24:13.479214+03:00,701.32654,389.6269,UP,R3
7,2024-02-11T21:24:13.479214+03:00,680.0258,329.99127,DOWN,R3
8,2024-02-11T21:24:13.479214+03:00,533.17194,425.01102,DOWN,L2
9,2024-02-11T21:24:13.479214+03:00,662.09985,345.9754,DOWN,R2
10,2024-02-11T21:24:13.479214+03:00,664.88495,368.34073,UP,R2
11,2024-02-11T21:24:13.479214+03:00,543.3895,359.15106,DOWN,L2
12,2024-02-11T21:24:13.479214+03:00,568.0027,373.66275,DOWN,L3
13,2024-02-11T21:24:13.479214+03:00,551.6691,337.82358,DOWN,L2
2,2024-02-11T21:24:13.520884+03:00,668.6411,395.44244,UP,R2
3,2024-02-11T21:24:13.520884+03:00,742.5459,443.93048,UP,R3
4,2024-02-11T21:24:13.520884+03:00,525.09973,378.2912,DOWN,L2
5,2024-02-11T21:24:13.520884+03:00,423.54193,449.28986,DOWN,L1
6,2024-02-11T21:24:13.520884+03:00,701.2462,388.7124,UP,R3
7,2024-02-11T21:24:13.520884+03:00,679.7726,330.09344,DOWN,R3
8,2024-02-11T21:24:13.520884+03:00,532.2815,427.16748,DOWN,L2
9,2024-02-11T21:24:13.520884+03:00,661.62415,345.6615,UP,R2
10,2024-02-11T21:24:13.520884+03:00,664.7611,367.91425,UP,R2
11,2024-02-11T21:24:13.520884+03:00,542.32245,360.09564,DOWN,L2
12,2024-02-11T21:24:13.520884+03:00,568.6128,373.36237,UP,L3
13,2024-02-11T21:24:13.520884+03:00,551.65015,337.99194,DOWN,L2
2,2024-02-11T21:24:13.562554+03:00,668.338,394.69482,UP,R2
3,2024-02-11T21:24:13.562554+03:00,741.40173,442.2103,UP,R3
4,2024-02-11T21:24:13.562554+03:00,523.9829,378.80045,DOWN,L2
5,2024-02-11T21:24:13.562554+03:00,421.28268,451.0462,DOWN,L1
6,2024-02-11T21:24:13.562554+03:00,700.4929,388.261,UP,R3
7,2024-02-11T21:24:13.562554+03:00,679.6471,330.21216,DOWN,R3
8,2024-02-11T21:24:13.562554+03:00,531.50165,429.40897,DOWN,L2
9,2024-02-11T21:24:13.562554+03:00,661.2262,345.41254,UP,R2
10,2024-02-11T21:24:13.562554+03:00,664.7561,367.24884,UP,R2
11,2024-02-11T21:24:13.562554+03:00,542.35547,360.26508,DOWN,L2
12,2024-02-11T21:24:13.562554+03:00,569.76306,372.83862,UP,L3
13,2024-02-11T21:24:13.562554+03:00,550.96936,338.7292,DOWN,L2
2,2024-02-11T21:24:13.604224+03:00,668.55457,393.961,UP,R2
3,2024-02-11T21:24:13.604224+03:00,740.4242,441.32343,UP,R3
4,2024-02-11T21:24:13.604224+03:00,523.4487,379.93536,DOWN,L2
5,2024-02-11T21:24:13.604224+03:00,419.54507,453.28683,DOWN,L1
6,2024-02-11T21:24:13.604224+03:00,700.2922,387.71387,UP,R3
7,2024-02-11T21:24:13.604224+03:00,679.48096,330.14316,UP,R3
8,2024-02-11T21:24:13.604224+03:00,529.9248,431.49646,DOWN,L2
9,2024-02-11T21:24:13.604224+03:00,661.19104,345.19226,UP,R2
10,2024-02-11T21:24:13.604224+03:00,664.6181,366.65802,UP,R2
11,2024-02-11T21:24:13.604224+03:00,541.2867,360.5832,DOWN,L2
12,2024-02-11T21:24:13.604224+03:00,568.2347,376.50977,DOWN,L3
13,2024-02-11T21:24:13.604224+03:00,550.74976,339.4649,DOWN,L2
2,2024-02-11T21:24:13.645894+03:00,668.24695,393.56305,UP,R2
3,2024-02-11T21:24:13.645894+03:00,739.1865,439.6823,UP,R3
4,2024-02-11T21:24:13.645894+03:00,522.6822,380.6808,DOWN,L2
5,2024-02-11T21:24:13.645894+03:00,417.40698,455.62714,DOWN,L1
6,2024-02-11T21:24:13.645894+03:00,699.57837,387.19202,UP,R3
7,2024-02-11T21:24:13.645894+03:00,679.1338,330.0708,UP,R3
8,2024-02-11T21:24:13.645894+03:00,528.7184,433.67004,DOWN,L2
9,2024-02-11T21:24:13.645894+03:00,660.95886,345.19397,DOWN,R2
10,2024-02-11T21:24:13.645894+03:00,664.5445,366.57227,UP,R2
11,2024-02-11T21:24:13.645894+03:00,540.72473,361.74384,DOWN,L2
12,2024-02-11T21:24:13.645894+03:00,567.7298,378.89334,DOWN,L3
13,2024-02-11T21:24:13.645894+03:00,550.7189,339.7989,DOWN,L2
3,2024-02-11T21:24:13.687564+03:00,737.9303,438.02173,UP,R3
4,2024-02-11T21:24:13.687564+03:00,522.4851,381.99573,DOWN,L2
5,2024-02-11T21:24:13.687564+03:00,415.32578,458.00482,DOWN,L1
6,2024-02-11T21:24:13.687564+03:00,698.9313,386.56,UP,R3
7,2024-02-11T21:24:13.687564+03:00,678.90137,330.07385,DOWN,R3
8,2024-02-11T21:24:13.687564+03:00,527.65344,435.82608,DOWN,L2
9,2024-02-11T21:24:13.687564+03:00,661.3258,346.04578,DOWN,R2
10,2024-02-11T21:24:13.687564+03:00,664.1398,366.52606,UP,R2
11,2024-02-11T21:24:13.687564+03:00,540.1082,362.60248,DOWN,L2
12,2024-02-11T21:24:13.687564+03:00,567.3181,380.14954,DOWN,L3
13,2024-02-11T21:24:13.687564+03:00,550.4675,340.4099,DOWN,L2
3,2024-02-11T21:24:13.729234+03:00,736.7363,436.443,UP,R3
4,2024-02-11T21:24:13.729234+03:00,521.48303,382.84872,DOWN,L2
5,2024-02-11T21:24:13.729234+03:00,413.29163,459.87268,DOWN,L1
6,2024-02-11T21:24:13.729234+03:00,698.39825,386.1527,UP,R3
7,2024-02-11T21:24:13.729234+03:00,678.64514,329.88562,UP,R3
8,2024-02-11T21:24:13.729234+03:00,526.61597,438.0971,DOWN,L2
9,2024-02-11T21:24:13.729234+03:00,661.1367,346.0332,UP,R2
10,2024-02-11T21:24:13.729234+03:00,663.79663,366.1413,UP,R2
11,2024-02-11T21:24:13.729234+03:00,539.2357,363.39722,DOWN,L2
12,2024-02-11T21:24:13.729234+03:00,566.51294,381.4835,DOWN,L3
13,2024-02-11T21:24:13.729234+03:00,550.1726,340.75787,DOWN,L2
3,2024-02-11T21:24:13.770904+03:00,735.4417,434.85886,UP,R3
4,2024-02-11T21:24:13.770904+03:00,520.41626,385.36017,DOWN,L2
5,2024-02-11T21:24:13.770904+03:00,410.7171,462.13513,DOWN,L1
6,2024-02-11T21:24:13.770904+03:00,697.84973,385.31018,UP,R3
7,2024-02-11T21:24:13.770904+03:00,678.3667,330.03088,DOWN,R3
8,2024-02-11T21:24:13.770904+03:00,525.26355,440.60486,DOWN,L2
9,2024-02-11T21:24:13.770904+03:00,660.7634,345.54858,UP,R2
10,2024-02-11T21:24:13.770904+03:00,663.1332,366.2047,DOWN,R2
11,2024-02-11T21:24:13.770904+03:00,539.3953,363.99023,DOWN,L2
12,2024-02-11T21:24:13.770904+03:00,565.7493,383.3716,DOWN,L3
13,2024-02-11T21:24:13.770904+03:00,549.65295,341.44568,DOWN,L2
14,2024-02-11T21:24:13.770904+03:00,571.937,367.98096,UNKNOWN,L3
3,2024-02-11T21:24:13.812574+03:00,734.3683,433.78943,UP,R3
4,2024-02-11T21:24:13.812574+03:00,519.40735,385.8244,DOWN,L2
5,2024-02-11T21:24:13.812574+03:00,408.7116,464.9333,DOWN,L1
6,2024-02-11T21:24:13.812574+03:00,697.33484,384.81934,UP,R3
7,2024-02-11T21:24:13.812574+03:00,678.157,330.1317,DOWN,R3
8,2024-02-11T21:24:13.812574+03:00,524.13074,442.9026,DOWN,L2
9,2024-02-11T21:24:13.812574+03:00,660.421,345.9718,DOWN,R2
10,2024-02-11T21:24:13.812574+03:00,663.3676,365.81732,UP,R2
11,2024-02-11T21:24:13.812574+03:00,538.71906,364.42502,DOWN,L2
12,2024-02-11T21:24:13.812574+03:00,564.6648,385.21832,DOWN,L3
13,2024-02-11T21:24:13.812574+03:00,548.9202,342.1075,DOWN,L2
14,2024-02-11T21:24:13.812574+03:00,571.62646,369.29144,DOWN,L3
2,2024-02-11T21:24:13.812574+03:00,666.145,389.5382,UNKNOWN,R2
3,2024-02-11T21:24:13.854244+03:00,733.53845,432.3648,UP,R3
4,2024-02-11T21:24:13.854244+03:00,518.3353,386.90924,DOWN,L2
5,2024-02-11T21:24:13.854244+03:00,406.88135,467.44684,DOWN,L1
6,2024-02-11T21:24:13.854244+03:00,696.9303,384.39832,UP,R3
7,2024-02-11T21:24:13.854244+03:00,677.9414,330.46146,DOWN,R3
8,2024-02-11T21:24:13.854244+03:00,523.0669,445.22678,DOWN,L2
9,2024-02-11T21:24:13.854244+03:00,660.1194,345.36795,UP,R2
10,2024-02-11T21:24:13.854244+03:00,662.9606,365.0091,UP,R2
11,2024-02-11T21:24:13.854244+03:00,537.7975,365.2941,DOWN,L2
12,2024-02-11T21:24:13.854244+03:00,564.52234,386.08655,DOWN,L3
13,2024-02-11T21:24:13.854244+03:00,548.6892,341.77594,UP,L2
14,2024-02-11T21:24:13.854244+03:00,571.7224,369.78693,DOWN,L3
2,2024-02-11T21:24:13.854244+03:00,666.20715,388.78662,UP,R2
3,2024-02-11T21:24:13.895914+03:00,732.34784,431.5323,UP,R3
4,2024-02-11T21:24:13.895914+03:00,517.22314,387.91306,DOWN,L2
5,2024-02-11T21:24:13.895914+03:00,404.53357,469.95923,DOWN,L1
6,2024-02-11T21:24:13.895914+03:00,696.28345,384.0465,UP,R3
7,2024-02-11T21:24:13.895914+03:00,677.6349,330.57306,DOWN,R3
8,2024-02-11T21:24:13.895914+03:00,521.8503,447.8078,DOWN,L2
9,2024-02-11T21:24:13.895914+03:00,660.31116,346.01163,DOWN,R2
10,2024-02-11T21:24:13.895914+03:00,663.0205,364.4324,UP,R2
11,2024-02-11T21:24:13.895914+03:00,538.0574,365.83615,DOWN,L2
12,2024-02-11T21:24:13.895914+03:00,563.3021,386.07132,UP,L3
13,2024-02-11T21:24:13.895914+03:00,547.7313,342.2906,DOWN,L2
14,2024-02-11T21:24:13.895914+03:00,571.5988,370.1565,DOWN,L3
2,2024-02-11T21:24:13.895914+03:00,665.3394,387.99298,UP,R2
3,2024-02-11T21:24:13.937584+03:00,731.0416,430.19574,UP,R3
4,2024-02-11T21:24:13.937584+03:00,516.3148,388.14642,DOWN,L2
5,2024-02-11T21:24:13.937584+03:00,402.0146,472.59784,DOWN,L1
6,2024-02-11T21:24:13.937584+03:00,696.2097,383.52985,UP,R3
7,2024-02-11T21:24:13.937584+03:00,677.40894,330.24945,UP,R3
8,2024-02-11T21:24:13.937584+03:00,520.7777,450.4314,DOWN,L2
9,2024-02-11T21:24:13.937584+03:00,660.4413,343.3329,UP,R2
10,2024-02-11T21:24:13.937584+03:00,662.9319,363.7455,UP,R2
11,2024-02-11T21:24:13.937584+03:00,537.44727,367.0636,DOWN,L2
12,2024-02-11T21:24:13.937584+03:00,563.087,387.3872,DOWN,L3
13,2024-02-11T21:24:13.937584+03:00,547.8991,343.93326,DOWN,L2
14,2024-02-11T21:24:13.937584+03:00,571.17456,370.9043,DOWN,L3
2,2024-02-11T21:24:13.937584+03:00,665.1978,386.77426,UP,R2
17,2024-02-11T21:24:13.937584+03:00,566.1833,337.56354,UNKNOWN,L2
3,2024-02-11T21:24:13.979254+03:00,730.2411,428.39087,UP,R3
4,2024-02-11T21:24:13.979254+03:00,516.0885,389.784,DOWN,L2
5,2024-02-11T21:24:13.979254+03:00,399.52466,475.22766,DOWN,L1
6,2024-02-11T21:24:13.979254+03:00,695.9247,382.6948,UP,R3
7,2024-02-11T21:24:13.979254+03:00,677.09937,329.83154,UP,R3
8,2024-02-11T21:24:13.979254+03:00,519.85583,452.90024,DOWN,L2
9,2024-02-11T21:24:13.979254+03:00,660.364,342.4215,UP,R2
10,2024-02-11T21:24:13.979254+03:00,662.6822,363.33765,UP,R2
11,2024-02-11T21:24:13.979254+03:00,536.1764,368.49963,DOWN,L2
12,2024-02-11T21:24:13.979254+03:00,561.92944,388.40118,DOWN,L3
13,2024-02-11T21:24:13.979254+03:00,547.4639,345.32013,DOWN,L2
14,2024-02-11T21:24:13.979254+03:00,571.2281,371.4702,DOWN,L3
2,2024-02-11T21:24:13.979254+03:00,665.1937,386.24725,UP,R2
17,2024-02-11T21:24:13.979254+03:00,566.419,335.52728,UP,L2
3,2024-02-11T21:24:14.020924+03:00,728.9126,426.16122,UP,R3
4,2024-02-11T21:24:14.020924+03:00,515.83295,390.23224,DOWN,L2
5,2024-02-11T21:24:14.020924+03:00,396.7072,477.59644,DOWN,L1
6,2024-02-11T21:24:14.020924+03:00,695.52295,382.01117,UP,R3
7,2024-02-11T21:24:14.020924+03:00,676.77856,329.6642,UP,R3
8,2024-02-11T21:24:14.020924+03:00,518.6059,455.3855,DOWN,L2
9,2024-02-11T21:24:14.020924+03:00,660.0054,342.19965,UP,R2
10,2024-02-11T21:24:14.020924+03:00,662.5824,362.66858,UP,R2
11,2024-02-11T21:24:14.020924+03:00,536.17377,368.88974,DOWN,L2
12,2024-02-11T21:24:14.020924+03:00,562.18866,388.8626,DOWN,L3
13,2024-02-11T21:24:14.020924+03:00,546.84875,345.90152,DOWN,L2
14,2024-02-11T21:24:14.020924+03:00,570.98065,372.37213,DOWN,L3
2,2024-02-11T21:24:14.020924+03:00,665.1438,385.78952,UP,R2
17,2024-02-11T21:24:14.020924+03:00,567.4436,335.7423,DOWN,L2
3,2024-02-11T21:24:14.062594+03:00,728.0328,424.63458,UP,R3
4,2024-02-11T21:24:14.062594+03:00,515.4758,390.98682,DOWN,L2
5,2024-02-11T21:24:14.062594+03:00,394.59964,480.25916,DOWN,L1
6,2024-02-11T21:24:14.062594+03:00,695.29724,381.7298,UP,R3
7,2024-02-11T21:24:14.062594+03:00,676.6228,329.40448,UP,R3
8,2024-02-11T21:24:14.062594+03:00,517.32104,458.11023,DOWN,L2
9,2024-02-11T21:24:14.062594+03:00,659.62067,342.07504,UP,R2
10,2024-02-11T21:24:14.062594+03:00,662.5331,362.09238,UP,R2
